Year;Date;Time;Round;Stadium;City;Country;HomeTeam;HomeGoals;AwayGoals;AwayTeam;Winner;HowEnd
1970;1970-06-03; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;Brazil;4;1;Czechoslovakia;Brazil;Regular game time
1970;1970-06-03; 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Belgium;3;0;El Salvador;Belgium;Regular game time
1970;1970-06-06; 16:00 ;Group 2;Cuauhtemoc;Puebla ;Mexico;Uruguay;0;0;Italy;Draw;Regular game time
1970;1970-06-06; 16:00 ;Group 4;Nou Camp - Estadio Leon;Leon ;Mexico;Peru;3;0;Morocco;Peru;Regular game time
1970;1970-06-06; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;Romania;2;1;Czechoslovakia;Romania;Regular game time
1970;1970-06-06; 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Soviet Union;4;1;Belgium;Soviet Union;Regular game time
1970;1970-06-07; 12:00 ;Group 2;Luis Dosal;Toluca ;Mexico;Sweden;1;1;Israel;Draw;Regular game time
1970;1970-06-07; 12:00 ;Group 4;Nou Camp - Estadio Leon;Leon ;Mexico;Germany FR;5;2;Bulgaria;Germany FR;Regular game time
1970;1970-06-07; 12:00 ;Group 3;Jalisco;Guadalajara ;Mexico;Brazil;1;0;England;Brazil;Regular game time
1970;1970-06-07; 12:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Mexico;4;0;El Salvador;Mexico;Regular game time
1970;1970-06-10; 16:00 ;Group 2;Cuauhtemoc;Puebla ;Mexico;Sweden;1;0;Uruguay;Sweden;Regular game time
1970;1970-06-10; 16:00 ;Group 4;Nou Camp - Estadio Leon;Leon ;Mexico;Germany FR;3;1;Peru;Germany FR;Regular game time
1970;1970-06-10; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;Brazil;3;2;Romania;Brazil;Regular game time
1970;1970-06-10; 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Soviet Union;2;0;El Salvador;Soviet Union;Regular game time
1970;1970-06-11; 16:00 ;Group 2;Luis Dosal;Toluca ;Mexico;Italy;0;0;Israel;Draw;Regular game time
1970;1970-06-11; 16:00 ;Group 4;Nou Camp - Estadio Leon;Leon ;Mexico;Bulgaria;1;1;Morocco;Draw;Regular game time
1970;1970-06-11; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;England;1;0;Czechoslovakia;England;Regular game time
1970;1970-06-11; 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Mexico;1;0;Belgium;Mexico;Regular game time
1970;1970-06-14; 12:00 ;Quarter-finals;Luis Dosal;Toluca ;Mexico;Italy;4;1;Mexico;Italy;Regular game time
1970;1970-06-14; 12:00 ;Quarter-finals;Nou Camp - Estadio Leon;Leon ;Mexico;Germany FR;3;2;England;Germany FR;Extra Time
1970;1970-06-14; 12:00 ;Quarter-finals;Jalisco;Guadalajara ;Mexico;Brazil;4;2;Peru;Brazil;Regular game time
1970;1970-06-14; 12:00 ;Quarter-finals;Estadio Azteca;Mexico City ;Mexico;Uruguay;1;0;Soviet Union;Uruguay;Extra Time
1970;1970-06-17; 16:00 ;Semi-finals;Jalisco;Guadalajara ;Mexico;Brazil;3;1;Uruguay;Brazil;Regular game time
1970;1970-06-17; 16:00 ;Semi-finals;Estadio Azteca;Mexico City ;Mexico;Italy;4;3;Germany FR;Italy;Extra Time
1970;1970-06-20; 16:00 ;Match for third place;Estadio Azteca;Mexico City ;Mexico;Germany FR;1;0;Uruguay;Germany FR;Regular game time
1970;1970-06-21; 12:00 ;Final;Estadio Azteca;Mexico City ;Mexico;Brazil;4;1;Italy;Brazil;Regular game time
1974;1974-06-13; 17:00 ;Group 2;Waldstadion;Frankfurt/Main ;Germany;Brazil;0;0;Yugoslavia;Draw;Regular game time
1974;1974-06-14; 16:00 ;Group 1;Olympiastadion;Berlin West ;Germany;Germany FR;1;0;Chile;Germany FR;Regular game time
1974;1974-06-14; 19:30 ;Group 1;Volksparkstadion;Hamburg ;Germany;German DR;2;0;Australia;German DR;Regular game time
1974;1974-06-14; 19:30 ;Group 2;Westfalenstadion;Dortmund ;Germany;Zaire;0;2;Scotland;Scotland;Regular game time
1974;1974-06-15; 16:00 ;Group 3;Niedersachsenstadion;Hanover ;Germany;Uruguay;0;2;Netherlands;Netherlands;Regular game time
1974;1974-06-15; 16:00 ;Group 3;Rheinstadion;Dusseldorf ;Germany;Sweden;0;0;Bulgaria;Draw;Regular game time
1974;1974-06-15; 18:00 ;Group 4;Olympiastadion;Munich ;Germany;Italy;3;1;Haiti;Italy;Regular game time
1974;1974-06-15; 18:00 ;Group 4;Neckarstadion;Stuttgart ;Germany;Poland;3;2;Argentina;Poland;Regular game time
1974;1974-06-18; 16:00 ;Group 1;Volksparkstadion;Hamburg ;Germany;Australia;0;3;Germany FR;Germany FR;Regular game time
1974;1974-06-18; 19:30 ;Group 2;Waldstadion;Frankfurt/Main ;Germany;Scotland;0;0;Brazil;Draw;Regular game time
1974;1974-06-18; 19:30 ;Group 1;Olympiastadion;Berlin West ;Germany;Chile;1;1;German DR;Draw;Regular game time
1974;1974-06-18; 19:30 ;Group 2;Parkstadion;Gelsenkirchen ;Germany;Yugoslavia;9;0;Zaire;Yugoslavia;Regular game time
1974;1974-06-19; 19:30 ;Group 3;Westfalenstadion;Dortmund ;Germany;Netherlands;0;0;Sweden;Draw;Regular game time
1974;1974-06-19; 19:30 ;Group 3;Niedersachsenstadion;Hanover ;Germany;Bulgaria;1;1;Uruguay;Draw;Regular game time
1974;1974-06-19; 19:30 ;Group 4;Olympiastadion;Munich ;Germany;Haiti;0;7;Poland;Poland;Regular game time
1974;1974-06-19; 19:30 ;Group 4;Neckarstadion;Stuttgart ;Germany;Argentina;1;1;Italy;Draw;Regular game time
1974;1974-06-22; 16:00 ;Group 2;Waldstadion;Frankfurt/Main ;Germany;Scotland;1;1;Yugoslavia;Draw;Regular game time
1974;1974-06-22; 16:00 ;Group 1;Olympiastadion;Berlin West ;Germany;Australia;0;0;Chile;Draw;Regular game time
1974;1974-06-22; 16:00 ;Group 2;Parkstadion;Gelsenkirchen ;Germany;Zaire;0;3;Brazil;Brazil;Regular game time
1974;1974-06-22; 19:30 ;Group 1;Volksparkstadion;Hamburg ;Germany;German DR;1;0;Germany FR;German DR;Regular game time
1974;1974-06-23; 16:00 ;Group 3;Westfalenstadion;Dortmund ;Germany;Bulgaria;1;4;Netherlands;Netherlands;Regular game time
1974;1974-06-23; 16:00 ;Group 4;Olympiastadion;Munich ;Germany;Argentina;4;1;Haiti;Argentina;Regular game time
1974;1974-06-23; 16:00 ;Group 3;Rheinstadion;Dusseldorf ;Germany;Sweden;3;0;Uruguay;Sweden;Regular game time
1974;1974-06-23; 16:00 ;Group 4;Neckarstadion;Stuttgart ;Germany;Poland;2;1;Italy;Poland;Regular game time
1974;1974-06-26; 16:00 ;Group B;Rheinstadion;Dusseldorf ;Germany;Yugoslavia;0;2;Germany FR;Germany FR;Regular game time
1974;1974-06-26; 19:30 ;Group A;Niedersachsenstadion;Hanover ;Germany;Brazil;1;0;German DR;Brazil;Regular game time
1974;1974-06-26; 19:30 ;Group A;Parkstadion;Gelsenkirchen ;Germany;Netherlands;4;0;Argentina;Netherlands;Regular game time
1974;1974-06-26; 19:30 ;Group B;Neckarstadion;Stuttgart ;Germany;Sweden;0;1;Poland;Poland;Regular game time
1974;1974-06-30; 16:00 ;Group A;Niedersachsenstadion;Hanover ;Germany;Argentina;1;2;Brazil;Brazil;Regular game time
1974;1974-06-30; 16:00 ;Group B;Waldstadion;Frankfurt/Main ;Germany;Poland;2;1;Yugoslavia;Poland;Regular game time
1974;1974-06-30; 16:00 ;Group A;Parkstadion;Gelsenkirchen ;Germany;German DR;0;2;Netherlands;Netherlands;Regular game time
1974;1974-06-30; 19:30 ;Group B;Rheinstadion;Dusseldorf ;Germany;Germany FR;4;2;Sweden;Germany FR;Regular game time
1974;1974-07-03; 17:00 ;Group B;Waldstadion;Frankfurt/Main ;Germany;Poland;0;1;Germany FR;Germany FR;Regular game time
1974;1974-07-03; 19:30 ;Group A;Westfalenstadion;Dortmund ;Germany;Netherlands;2;0;Brazil;Netherlands;Regular game time
1974;1974-07-03; 19:30 ;Group A;Parkstadion;Gelsenkirchen ;Germany;Argentina;1;1;German DR;Draw;Regular game time
1974;1974-07-03; 19:30 ;Group B;Rheinstadion;Dusseldorf ;Germany;Sweden;2;1;Yugoslavia;Sweden;Regular game time
1974;1974-07-06; 16:00 ;Match for third place;Olympiastadion;Munich ;Germany;Brazil;0;1;Poland;Poland;Regular game time
1974;1974-07-07; 16:00 ;Final;Olympiastadion;Munich ;Germany;Netherlands;1;2;Germany FR;Germany FR;Regular game time
1978;1978-06-01; 15:00 ;Group 2;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Germany FR;0;0;Poland;Draw;Regular game time
1978;1978-06-02; 13:45 ;Group 1;Estadio Jose Maria Minella;Mar Del Plata ;Argentina;Italy;2;1;France;Italy;Regular game time
1978;1978-06-02; 16:45 ;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Tunisia;3;1;Mexico;Tunisia;Regular game time
1978;1978-06-02; 19:15 ;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;2;1;Hungary;Argentina;Regular game time
1978;1978-06-03; 13:45 ;Group 3;Estadio Jose Maria Minella;Mar Del Plata ;Argentina;Sweden;1;1;Brazil;Draw;Regular game time
1978;1978-06-03; 13:45 ;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Austria;2;1;Spain;Austria;Regular game time
1978;1978-06-03; 16:45 ;Group 4;Estadio Olimpico Chateau Carreras;Cordoba ;Argentina;Peru;3;1;Scotland;Peru;Regular game time
1978;1978-06-03; 16:45 ;Group 4;San Martin;Mendoza ;Argentina;Netherlands;3;0;IR Iran;Netherlands;Regular game time
1978;1978-06-06; 13:45 ;Group 1;Estadio Jose Maria Minella;Mar Del Plata ;Argentina;Italy;3;1;Hungary;Italy;Regular game time
1978;1978-06-06; 16:45 ;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Poland;1;0;Tunisia;Poland;Regular game time
1978;1978-06-06; 16:45 ;Group 2;Estadio Olimpico Chateau Carreras;Cordoba ;Argentina;Germany FR;6;0;Mexico;Germany FR;Regular game time
1978;1978-06-06; 19:15 ;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;2;1;France;Argentina;Regular game time
1978;1978-06-07; 13:45 ;Group 3;Estadio Jose Maria Minella;Mar Del Plata ;Argentina;Brazil;0;0;Spain;Draw;Regular game time
1978;1978-06-07; 13:45 ;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Austria;1;0;Sweden;Austria;Regular game time
1978;1978-06-07; 16:45 ;Group 4;Estadio Olimpico Chateau Carreras;Cordoba ;Argentina;Scotland;1;1;IR Iran;Draw;Regular game time
1978;1978-06-07; 16:45 ;Group 4;San Martin;Mendoza ;Argentina;Netherlands;0;0;Peru;Draw;Regular game time
1978;1978-06-10; 15:10 ;Group 1;Estadio Jose Maria Minella;Mar Del Plata ;Argentina;France;3;1;Hungary;France;Regular game time
1978;1978-06-10; 16:45 ;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Poland;3;1;Mexico;Poland;Regular game time
1978;1978-06-10; 16:45 ;Group 2;Estadio Olimpico Chateau Carreras;Cordoba ;Argentina;Germany FR;0;0;Tunisia;Draw;Regular game time
1978;1978-06-10; 19:15 ;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Italy;1;0;Argentina;Italy;Regular game time
1978;1978-06-11; 13:45 ;Group 3;Estadio Jose Maria Minella;Mar Del Plata ;Argentina;Brazil;1;0;Austria;Brazil;Regular game time
1978;1978-06-11; 13:45 ;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Spain;1;0;Sweden;Spain;Regular game time
1978;1978-06-11; 16:45 ;Group 4;Estadio Olimpico Chateau Carreras;Cordoba ;Argentina;Peru;4;1;Iran;Peru;Regular game time
1978;1978-06-11; 16:45 ;Group 4;San Martin;Mendoza ;Argentina;Scotland;3;2;Netherlands;Scotland;Regular game time
1978;1978-06-14; 13:45 ;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Germany FR;0;0;Italy;Draw;Regular game time
1978;1978-06-14; 13:45 ;Group A;Estadio Olimpico Chateau Carreras;Cordoba ;Argentina;Netherlands;5;1;Austria;Netherlands;Regular game time
1978;1978-06-14; 16:45 ;Group B;San Martin;Mendoza ;Argentina;Brazil;3;0;Peru;Brazil;Regular game time
1978;1978-06-14; 19:15 ;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;2;0;Poland;Argentina;Regular game time
1978;1978-06-18; 13:45 ;Group B;San Martin;Mendoza ;Argentina;Poland;1;0;Peru;Poland;Regular game time
1978;1978-06-18; 16:45 ;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Italy;1;0;Austria;Italy;Regular game time
1978;1978-06-18; 16:45 ;Group A;Estadio Olimpico Chateau Carreras;Cordoba ;Argentina;Germany FR;2;2;Netherlands;Draw;Regular game time
1978;1978-06-18; 19:15 ;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;0;0;Brazil;Draw;Regular game time
1978;1978-06-21; 13:45 ;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Netherlands;2;1;Italy;Netherlands;Regular game time
1978;1978-06-21; 13:45 ;Group A;Estadio Olimpico Chateau Carreras;Cordoba ;Argentina;Austria;3;2;Germany FR;Austria;Regular game time
1978;1978-06-21; 16:45 ;Group B;San Martin;Mendoza ;Argentina;Brazil;3;1;Poland;Brazil;Regular game time
1978;1978-06-21; 19:15 ;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;6;0;Peru;Argentina;Regular game time
1978;1978-06-24; 15:00 ;Match for third place;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Brazil;2;1;Italy;Brazil;Regular game time
1978;1978-06-25; 15:00 ;Final;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;3;1;Netherlands;Argentina;Extra Time
1982;1982-06-13; 20:00 ;Group 3;Camp Nou;Barcelona ;Spain;Argentina;0;1;Belgium;Belgium;Regular game time
1982;1982-06-14; 17:15 ;Group 1;Estadio Municipal de Balaidos;Vigo ;Spain;Italy;0;0;Poland;Draw;Regular game time
1982;1982-06-14; 21:00 ;Group 6;Ramon Sanchez Pizjuan;Seville ;Spain;Brazil;2;1;Soviet Union;Brazil;Regular game time
1982;1982-06-15; 17:15 ;Group 1;Riazor;La Coru?i;Spain;Peru;0;0;Cameroon;Draw;Regular game time
1982;1982-06-15; 21:00 ;Group 3;Nuevo Estadio;Elche ;Spain;Hungary;10;1;El Salvador;Hungary;Regular game time
1982;1982-06-15; 21:00 ;Group 6;La Rosaleda;Malaga ;Spain;Scotland;5;2;New Zealand;Scotland;Regular game time
1982;1982-06-16; 17:15 ;Group 2;El Molinon;Gijon ;Spain;Germany FR;1;2;Algeria;Algeria;Regular game time
1982;1982-06-16; 17:15 ;Group 4;San Mames;Bilbao ;Spain;England;3;1;France;England;Regular game time
1982;1982-06-16; 21:00 ;Group 5;Luis Casanova;Valencia ;Spain;Spain;1;1;Honduras;Draw;Regular game time
1982;1982-06-17; 17:15 ;Group 2;Carlos Tartiere;Oviedo ;Spain;Chile;0;1;Austria;Austria;Regular game time
1982;1982-06-17; 17:45 ;Group 4;Jose Zorrilla;Valladolid ;Spain;Czechoslovakia;1;1;Kuwait;Draw;Regular game time
1982;1982-06-17; 21:00 ;Group 5;La Romareda;Zaragoza ;Spain;Yugoslavia;0;0;Northern Ireland;Draw;Regular game time
1982;1982-06-18; 17:15 ;Group 1;Estadio Municipal de Balaidos;Vigo ;Spain;Italy;1;1;Peru;Draw;Regular game time
1982;1982-06-18; 21:00 ;Group 3;Jose Rico Perez;Alicante ;Spain;Argentina;4;1;Hungary;Argentina;Regular game time
1982;1982-06-18; 21:00 ;Group 6;Benito Villamarin;Seville ;Spain;Brazil;4;1;Scotland;Brazil;Regular game time
1982;1982-06-19; 19:15 ;Group 1;Riazor;La Coru?i;Spain;Poland;0;0;Cameroon;Draw;Regular game time
1982;1982-06-19; 21:00 ;Group 3;Nuevo Estadio;Elche ;Spain;Belgium;1;0;El Salvador;Belgium;Regular game time
1982;1982-06-19; 21:00 ;Group 6;La Rosaleda;Malaga ;Spain;Soviet Union;3;0;New Zealand;Soviet Union;Regular game time
1982;1982-06-20; 17:15 ;Group 2;El Molinon;Gijon ;Spain;Germany FR;4;1;Chile;Germany FR;Regular game time
1982;1982-06-20; 17:15 ;Group 4;San Mames;Bilbao ;Spain;England;2;0;Czechoslovakia;England;Regular game time
1982;1982-06-20; 21:00 ;Group 5;Luis Casanova;Valencia ;Spain;Spain;2;1;Yugoslavia;Spain;Regular game time
1982;1982-06-21; 17:15 ;Group 2;Carlos Tartiere;Oviedo ;Spain;Algeria;0;2;Austria;Austria;Regular game time
1982;1982-06-21; 17:15 ;Group 4;Jose Zorrilla;Valladolid ;Spain;France;4;1;Kuwait;France;Regular game time
1982;1982-06-21; 21:00 ;Group 5;La Romareda;Zaragoza ;Spain;Honduras;1;1;Northern Ireland;Draw;Regular game time
1982;1982-06-22; 17:15 ;Group 1;Riazor;La Coru?i;Spain;Poland;5;1;Peru;Poland;Regular game time
1982;1982-06-22; 21:00 ;Group 3;Nuevo Estadio;Elche ;Spain;Belgium;1;1;Hungary;Draw;Regular game time
1982;1982-06-22; 21:00 ;Group 6;La Rosaleda;Malaga ;Spain;Soviet Union;2;2;Scotland;Draw;Regular game time
1982;1982-06-23; 17:15 ;Group 1;Estadio Municipal de Balaidos;Vigo ;Spain;Italy;1;1;Cameroon;Draw;Regular game time
1982;1982-06-23; 21:00 ;Group 3;Jose Rico Perez;Alicante ;Spain;Argentina;2;0;El Salvador;Argentina;Regular game time
1982;1982-06-23; 21:00 ;Group 6;Benito Villamarin;Seville ;Spain;Brazil;4;0;New Zealand;Brazil;Regular game time
1982;1982-06-24; 17:15 ;Group 2;Carlos Tartiere;Oviedo ;Spain;Algeria;3;2;Chile;Algeria;Regular game time
1982;1982-06-24; 17:15 ;Group 4;Jose Zorrilla;Valladolid ;Spain;France;1;1;Czechoslovakia;Draw;Regular game time
1982;1982-06-24; 21:00 ;Group 5;La Romareda;Zaragoza ;Spain;Honduras;0;1;Yugoslavia;Yugoslavia;Regular game time
1982;1982-06-25; 17:15 ;Group 2;El Molinon;Gijon ;Spain;Germany FR;1;0;Austria;Germany FR;Regular game time
1982;1982-06-25; 17:15 ;Group 4;San Mames;Bilbao ;Spain;England;1;0;Kuwait;England;Regular game time
1982;1982-06-25; 21:00 ;Group 5;Luis Casanova;Valencia ;Spain;Northern Ireland;1;0;Spain;Northern Ireland;Regular game time
1982;1982-06-28; 17:15 ;Group 4;Vicente Calderon;Madrid ;Spain;Austria;0;1;France;France;Regular game time
1982;1982-06-28; 21:00 ;Group 1;Camp Nou;Barcelona ;Spain;Poland;3;0;Belgium;Poland;Regular game time
1982;1982-06-29; 17:15 ;Group 3;Sarria;Barcelona ;Spain;Italy;2;1;Argentina;Italy;Regular game time
1982;1982-06-29; 21:00 ;Group 2;Santiago Bernabeu;Madrid ;Spain;Germany FR;0;0;England;Draw;Regular game time
1982;1982-07-01; 17:15 ;Group 4;Vicente Calderon;Madrid ;Spain;Austria;2;2;Northern Ireland;Draw;Regular game time
1982;1982-07-01; 21:00 ;Group 1;Camp Nou;Barcelona ;Spain;Belgium;0;1;Soviet Union;Soviet Union;Regular game time
1982;1982-07-02; 17:15 ;Group 3;Sarria;Barcelona ;Spain;Argentina;1;3;Brazil;Brazil;Regular game time
1982;1982-07-02; 21:00 ;Group 2;Santiago Bernabeu;Madrid ;Spain;Germany FR;2;1;Spain;Germany FR;Regular game time
1982;1982-07-04; 17:15 ;Group 4;Vicente Calderon;Madrid ;Spain;France;4;1;Northern Ireland;France;Regular game time
1982;1982-07-04; 21:00 ;Group 1;Camp Nou;Barcelona ;Spain;Poland;0;0;Soviet Union;Draw;Regular game time
1982;1982-07-05; 17:15 ;Group 3;Sarria;Barcelona ;Spain;Italy;3;2;Brazil;Italy;Regular game time
1982;1982-07-05; 21:00 ;Group 2;Santiago Bernabeu;Madrid ;Spain;Spain;0;0;England;Draw;Regular game time
1982;1982-07-08; 17:15 ;Semi-finals;Camp Nou;Barcelona ;Spain;Poland;0;2;Italy;Italy;Regular game time
1982;1982-07-08; 21:00 ;Semi-finals;Ramon Sanchez Pizjuan;Seville ;Spain;Germany FR;3;3;France;Germany FR;Penalties (5-4)
1982;1982-07-10; 20:00 ;Match for third place;Jose Rico Perez;Alicante ;Spain;Poland;3;2;France;Poland;Regular game time
1982;1982-07-11; 20:00 ;Final;Santiago Bernabeu;Madrid ;Spain;Italy;3;1;Germany FR;Italy;Regular game time
1986;1986-05-31; 12:00 ;Group A;Estadio Azteca;Mexico City ;Mexico;Bulgaria;1;1;Italy;Draw;Regular game time
1986;1986-06-01; 16:00 ;Group C;Nou Camp - Estadio Leon;Leon ;Mexico;Canada;0;1;France;France;Regular game time
1986;1986-06-01; 12:00 ;Group D;Jalisco;Guadalajara ;Mexico;Spain;0;1;Brazil;Brazil;Regular game time
1986;1986-06-02; 12:00 ;Group C;Estadio Irapuato;Irapuato ;Mexico;Soviet Union;6;0;Hungary;Soviet Union;Regular game time
1986;1986-06-02; 12:00 ;Group A;Estadio Olimpico Universitario;Mexico City ;Mexico;Argentina;3;1;Korea Republic;Argentina;Regular game time
1986;1986-06-02; 16:00 ;Group F;Estadio Universitario;Monterrey ;Mexico;Morocco;0;0;Poland;Draw;Regular game time
1986;1986-06-03; 12:00 ;Group D;Tres de Marzo;Guadalajara ;Mexico;Algeria;1;1;Northern Ireland;Draw;Regular game time
1986;1986-06-03; 12:00 ;Group B;Estadio Azteca;Mexico City ;Mexico;Belgium;1;2;Mexico;Mexico;Regular game time
1986;1986-06-03; 16:00 ;Group F;Tecnologico;Monterrey ;Mexico;Portugal;1;0;England;Portugal;Regular game time
1986;1986-06-04; 12:00 ;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Paraguay;1;0;Iraq;Paraguay;Regular game time
1986;1986-06-04; 16:00 ;Group E;Neza;Nezahualcoyotl ;Mexico;Scotland;0;1;Denmark;Denmark;Regular game time
1986;1986-06-04; 12:00 ;Group E;Estadio Corregidora;Queretaro ;Mexico;Uruguay;1;1;Germany FR;Draw;Regular game time
1986;1986-06-05; 12:00 ;Group A;Cuauhtemoc;Puebla ;Mexico;Italy;1;1;Argentina;Draw;Regular game time
1986;1986-06-05; 12:00 ;Group C;Nou Camp - Estadio Leon;Leon ;Mexico;France;1;1;Soviet Union;Draw;Regular game time
1986;1986-06-05; 16:00 ;Group A;Estadio Olimpico Universitario;Mexico City ;Mexico;Korea Republic;1;1;Bulgaria;Draw;Regular game time
1986;1986-06-06; 12:00 ;Group C;Estadio Irapuato;Irapuato ;Mexico;Hungary;2;0;Canada;Hungary;Regular game time
1986;1986-06-06; 12:00 ;Group D;Jalisco;Guadalajara ;Mexico;Brazil;1;0;Algeria;Brazil;Regular game time
1986;1986-06-06; 16:00 ;Group F;Tecnologico;Monterrey ;Mexico;England;0;0;Morocco;Draw;Regular game time
1986;1986-06-07; 12:00 ;Group D;Tres de Marzo;Guadalajara ;Mexico;Northern Ireland;1;2;Spain;Spain;Regular game time
1986;1986-06-07; 12:00 ;Group B;Estadio Azteca;Mexico City ;Mexico;Mexico;1;1;Paraguay;Draw;Regular game time
1986;1986-06-07; 16:00 ;Group F;Estadio Universitario;Monterrey ;Mexico;Poland;1;0;Portugal;Poland;Regular game time
1986;1986-06-08; 12:00 ;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Iraq;1;2;Belgium;Belgium;Regular game time
1986;1986-06-08; 16:00 ;Group E;Neza;Nezahualcoyotl ;Mexico;Denmark;6;1;Uruguay;Denmark;Regular game time
1986;1986-06-08; 12:00 ;Group E;Estadio Corregidora;Queretaro ;Mexico;Germany FR;2;1;Scotland;Germany FR;Regular game time
1986;1986-06-09; 12:00 ;Group C;Nou Camp - Estadio Leon;Leon ;Mexico;Hungary;0;3;France;France;Regular game time
1986;1986-06-09; 12:00 ;Group C;Estadio Irapuato;Irapuato ;Mexico;Soviet Union;2;0;Canada;Soviet Union;Regular game time
1986;1986-06-10; 12:00 ;Group A;Cuauhtemoc;Puebla ;Mexico;Korea Republic;2;3;Italy;Italy;Regular game time
1986;1986-06-10; 12:00 ;Group A;Estadio Olimpico Universitario;Mexico City ;Mexico;Argentina;2;0;Bulgaria;Argentina;Regular game time
1986;1986-06-11; 12:00 ;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Paraguay;2;2;Belgium;Draw;Regular game time
1986;1986-06-11; 12:00 ;Group B;Estadio Azteca;Mexico City ;Mexico;Iraq;0;1;Mexico;Mexico;Regular game time
1986;1986-06-11; 16:00 ;Group F;Tres de Marzo;Guadalajara ;Mexico;Portugal;1;3;Morocco;Morocco;Regular game time
1986;1986-06-11; 16:00 ;Group F;Tecnologico;Monterrey ;Mexico;England;3;0;Poland;England;Regular game time
1986;1986-06-12; 12:00 ;Group D;Jalisco;Guadalajara ;Mexico;Northern Ireland;0;3;Brazil;Brazil;Regular game time
1986;1986-06-12; 12:00 ;Group D;Tecnologico;Monterrey ;Mexico;Algeria;0;3;Spain;Spain;Regular game time
1986;1986-06-13; 12:00 ;Group E;Neza;Nezahualcoyotl ;Mexico;Scotland;0;0;Uruguay;Draw;Regular game time
1986;1986-06-13; 12:00 ;Group E;Estadio Corregidora;Queretaro ;Mexico;Denmark;2;0;Germany FR;Denmark;Regular game time
1986;1986-06-15; 16:00 ;Round of 16;Nou Camp - Estadio Leon;Leon ;Mexico;Soviet Union;3;4;Belgium;Belgium;Extra Time
1986;1986-06-15; 12:00 ;Round of 16;Estadio Azteca;Mexico City ;Mexico;Mexico;2;0;Bulgaria;Mexico;Regular game time
1986;1986-06-16; 16:00 ;Round of 16;Cuauhtemoc;Puebla ;Mexico;Argentina;1;0;Uruguay;Argentina;Regular game time
1986;1986-06-16; 12:00 ;Round of 16;Jalisco;Guadalajara ;Mexico;Brazil;4;0;Poland;Brazil;Regular game time
1986;1986-06-17; 12:00 ;Round of 16;Estadio Olimpico Universitario;Mexico City ;Mexico;Italy;0;2;France;France;Regular game time
1986;1986-06-17; 16:00 ;Round of 16;Estadio Universitario;Monterrey ;Mexico;Morocco;0;1;Germany FR;Germany FR;Regular game time
1986;1986-06-18; 12:00 ;Round of 16;Estadio Azteca;Mexico City ;Mexico;England;3;0;Paraguay;England;Regular game time
1986;1986-06-18; 16:00 ;Round of 16;Estadio Corregidora;Queretaro ;Mexico;Denmark;1;5;Spain;Spain;Regular game time
1986;1986-06-21; 12:00 ;Quarter-finals;Jalisco;Guadalajara ;Mexico;Brazil;1;1;France;France;Penalties (4-3)
1986;1986-06-21; 16:00 ;Quarter-finals;Estadio Universitario;Monterrey ;Mexico;Germany FR;0;0;Mexico;Germany FR;Penalties (4-1)
1986;1986-06-22; 16:00 ;Quarter-finals;Cuauhtemoc;Puebla ;Mexico;Spain;1;1;Belgium;Belgium;Penalties (5-4)
1986;1986-06-22; 12:00 ;Quarter-finals;Estadio Azteca;Mexico City ;Mexico;Argentina;2;1;England;Argentina;Regular game time
